ID,intervention,item,time,value
22,1,identified_d,0,1
22,1,intrinsic_a,1,NA
22,1,intrinsic_b,1,NA
22,1,intrinsic_c,1,NA
22,1,intrinsic_d,1,NA
22,1,identified_a,1,NA
22,1,identified_b,1,NA
22,1,identified_c,1,NA
22,1,identified_d,1,NA
23,0,intrinsic_a,0,NA
23,0,intrinsic_b,0,NA
23,0,intrinsic_c,0,NA
23,0,intrinsic_d,0,NA
23,0,identified_a,0,NA
23,0,identified_b,0,NA
23,0,identified_c,0,NA
23,0,identified_d,0,NA
23,0,intrinsic_a,1,3
23,0,intrinsic_b,1,3
23,0,intrinsic_c,1,5
23,0,intrinsic_d,1,3
23,0,identified_a,1,4
23,0,identified_b,1,3
23,0,identified_c,1,3
23,0,identified_d,1,1
24,1,intrinsic_a,0,4
24,1,intrinsic_b,0,3
24,1,intrinsic_c,0,3
24,1,intrinsic_d,0,3
24,1,identified_a,0,4
24,1,identified_b,0,3
24,1,identified_c,0,2
24,1,identified_d,0,2
24,1,intrinsic_a,1,NA
24,1,intrinsic_b,1,NA
24,1,intrinsic_c,1,NA
24,1,intrinsic_d,1,NA
24,1,identified_a,1,NA
24,1,identified_b,1,NA
24,1,identified_c,1,NA
24,1,identified_d,1,NA
25,0,intrinsic_a,0,3
25,0,intrinsic_b,0,4
25,0,intrinsic_c,0,4
25,0,intrinsic_d,0,4
25,0,identified_a,0,3
25,0,identified_b,0,3
25,0,identified_c,0,4
25,0,identified_d,0,2
25,0,intrinsic_a,1,5
25,0,intrinsic_b,1,4
25,0,intrinsic_c,1,4
25,0,intrinsic_d,1,4
25,0,identified_a,1,5
25,0,identified_b,1,4
25,0,identified_c,1,4
25,0,identified_d,1,3
26,0,intrinsic_a,0,5
26,0,intrinsic_b,0,5
26,0,intrinsic_c,0,5
26,0,intrinsic_d,0,5
26,0,identified_a,0,5
26,0,identified_b,0,4
26,0,identified_c,0,2
26,0,identified_d,0,5
26,0,intrinsic_a,1,NA
26,0,intrinsic_b,1,NA
26,0,intrinsic_c,1,NA
26,0,intrinsic_d,1,NA
26,0,identified_a,1,NA
26,0,identified_b,1,NA
26,0,identified_c,1,NA
26,0,identified_d,1,NA
27,0,intrinsic_a,0,4
27,0,intrinsic_b,0,3
27,0,intrinsic_c,0,4
27,0,intrinsic_d,0,3
27,0,identified_a,0,2
27,0,identified_b,0,3
27,0,identified_c,0,3
27,0,identified_d,0,3
27,0,intrinsic_a,1,4
27,0,intrinsic_b,1,4
27,0,intrinsic_c,1,4
27,0,intrinsic_d,1,3
27,0,identified_a,1,3
27,0,identified_b,1,4
27,0,identified_c,1,3
27,0,identified_d,1,4
28,1,intrinsic_a,0,NA
28,1,intrinsic_b,0,NA
28,1,intrinsic_c,0,NA
28,1,intrinsic_d,0,NA
28,1,identified_a,0,NA
28,1,identified_b,0,NA
28,1,identified_c,0,NA
28,1,identified_d,0,NA
28,1,intrinsic_a,1,NA
28,1,intrinsic_b,1,NA
28,1,intrinsic_c,1,NA
28,1,intrinsic_d,1,NA
28,1,identified_a,1,NA
28,1,identified_b,1,NA
28,1,identified_c,1,NA
28,1,identified_d,1,NA
29,1,intrinsic_a,0,5
29,1,intrinsic_b,0,5
29,1,intrinsic_c,0,5
29,1,intrinsic_d,0,5
29,1,identified_a,0,5
29,1,identified_b,0,5
29,1,identified_c,0,3
29,1,identified_d,0,5
29,1,intrinsic_a,1,5
29,1,intrinsic_b,1,4
29,1,intrinsic_c,1,5
29,1,intrinsic_d,1,5
29,1,identified_a,1,5
29,1,identified_b,1,4
29,1,identified_c,1,5
29,1,identified_d,1,3
30,1,intrinsic_a,0,NA
30,1,intrinsic_b,0,NA
30,1,intrinsic_c,0,NA
30,1,intrinsic_d,0,NA
30,1,identified_a,0,NA
30,1,identified_b,0,NA
30,1,identified_c,0,NA
30,1,identified_d,0,NA
30,1,intrinsic_a,1,4
30,1,intrinsic_b,1,5
30,1,intrinsic_c,1,4
30,1,intrinsic_d,1,4
30,1,identified_a,1,4
30,1,identified_b,1,3
30,1,identified_c,1,4
30,1,identified_d,1,5
31,0,intrinsic_a,0,NA
31,0,intrinsic_b,0,NA
31,0,intrinsic_c,0,NA
31,0,intrinsic_d,0,NA
31,0,identified_a,0,NA
31,0,identified_b,0,NA
31,0,identified_c,0,NA
31,0,identified_d,0,NA
31,0,intrinsic_a,1,5
31,0,intrinsic_b,1,5
31,0,intrinsic_c,1,5
31,0,intrinsic_d,1,5
31,0,identified_a,1,5
31,0,identified_b,1,4
31,0,identified_c,1,5
31,0,identified_d,1,1
32,0,intrinsic_a,0,4
32,0,intrinsic_b,0,4
32,0,intrinsic_c,0,4
32,0,intrinsic_d,0,4
32,0,identified_a,0,4
32,0,identified_b,0,4
32,0,identified_c,0,3
32,0,identified_d,0,1
32,0,intrinsic_a,1,4
32,0,intrinsic_b,1,3
32,0,intrinsic_c,1,3
32,0,intrinsic_d,1,3
32,0,identified_a,1,4
32,0,identified_b,1,3
32,0,identified_c,1,3
32,0,identified_d,1,2
33,0,intrinsic_a,0,4
33,0,intrinsic_b,0,4
33,0,intrinsic_c,0,4
33,0,intrinsic_d,0,4
33,0,identified_a,0,4
33,0,identified_b,0,4
33,0,identified_c,0,4
33,0,identified_d,0,2
33,0,intrinsic_a,1,5
33,0,intrinsic_b,1,3
33,0,intrinsic_c,1,3
33,0,intrinsic_d,1,3
33,0,identified_a,1,5
33,0,identified_b,1,5
33,0,identified_c,1,5
33,0,identified_d,1,2
34,0,intrinsic_a,0,4
34,0,intrinsic_b,0,5
34,0,intrinsic_c,0,5
34,0,intrinsic_d,0,4
34,0,identified_a,0,4
34,0,identified_b,0,5
34,0,identified_c,0,4
34,0,identified_d,0,2
34,0,intrinsic_a,1,5
34,0,intrinsic_b,1,5
34,0,intrinsic_c,1,5
34,0,intrinsic_d,1,5
34,0,identified_a,1,5
34,0,identified_b,1,5
34,0,identified_c,1,4
34,0,identified_d,1,3
35,0,intrinsic_a,0,2
35,0,intrinsic_b,0,3
35,0,intrinsic_c,0,3
35,0,intrinsic_d,0,4
35,0,identified_a,0,3
35,0,identified_b,0,2
35,0,identified_c,0,3
35,0,identified_d,0,1
35,0,intrinsic_a,1,2
35,0,intrinsic_b,1,1
35,0,intrinsic_c,1,2
35,0,intrinsic_d,1,4
35,0,identified_a,1,2
35,0,identified_b,1,1
35,0,identified_c,1,1
35,0,identified_d,1,1
36,1,intrinsic_a,0,4
36,1,intrinsic_b,0,5
36,1,intrinsic_c,0,4
36,1,intrinsic_d,0,5
36,1,identified_a,0,4
36,1,identified_b,0,4
36,1,identified_c,0,4
36,1,identified_d,0,2
36,1,intrinsic_a,1,5
36,1,intrinsic_b,1,5
36,1,intrinsic_c,1,4
36,1,intrinsic_d,1,5
36,1,identified_a,1,4
36,1,identified_b,1,3
36,1,identified_c,1,4
36,1,identified_d,1,2
37,0,intrinsic_a,0,5
37,0,intrinsic_b,0,5
37,0,intrinsic_c,0,5
37,0,intrinsic_d,0,4
37,0,identified_a,0,5
37,0,identified_b,0,5
37,0,identified_c,0,3
37,0,identified_d,0,4
37,0,intrinsic_a,1,5
37,0,intrinsic_b,1,5
37,0,intrinsic_c,1,5
37,0,intrinsic_d,1,5
37,0,identified_a,1,5
37,0,identified_b,1,5
37,0,identified_c,1,5
37,0,identified_d,1,4
38,1,intrinsic_a,0,4
38,1,intrinsic_b,0,4
38,1,intrinsic_c,0,4
38,1,intrinsic_d,0,4
38,1,identified_a,0,5
38,1,identified_b,0,4
38,1,identified_c,0,4
38,1,identified_d,0,2
38,1,intrinsic_a,1,5
38,1,intrinsic_b,1,5
38,1,intrinsic_c,1,4
38,1,intrinsic_d,1,5
38,1,identified_a,1,4
38,1,identified_b,1,4
38,1,identified_c,1,4
38,1,identified_d,1,2
39,0,intrinsic_a,0,4
39,0,intrinsic_b,0,3
39,0,intrinsic_c,0,4
39,0,intrinsic_d,0,3
39,0,identified_a,0,5
39,0,identified_b,0,5
39,0,identified_c,0,5
39,0,identified_d,0,3
39,0,intrinsic_a,1,4
39,0,intrinsic_b,1,3
39,0,intrinsic_c,1,3
39,0,intrinsic_d,1,3
39,0,identified_a,1,4
39,0,identified_b,1,5
39,0,identified_c,1,5
39,0,identified_d,1,3
40,1,intrinsic_a,0,NA
40,1,intrinsic_b,0,NA
40,1,intrinsic_c,0,NA
40,1,intrinsic_d,0,NA
40,1,identified_a,0,NA
40,1,identified_b,0,NA
40,1,identified_c,0,NA
40,1,identified_d,0,NA
40,1,intrinsic_a,1,3
40,1,intrinsic_b,1,3
40,1,intrinsic_c,1,2
40,1,intrinsic_d,1,1
40,1,identified_a,1,3
40,1,identified_b,1,1
40,1,identified_c,1,1
40,1,identified_d,1,1
41,1,intrinsic_a,0,4
41,1,intrinsic_b,0,3
41,1,intrinsic_c,0,3
41,1,intrinsic_d,0,3
41,1,identified_a,0,3
41,1,identified_b,0,2
41,1,identified_c,0,2
41,1,identified_d,0,1
41,1,intrinsic_a,1,4
41,1,intrinsic_b,1,4
41,1,intrinsic_c,1,4
41,1,intrinsic_d,1,4
41,1,identified_a,1,4
41,1,identified_b,1,4
41,1,identified_c,1,3
41,1,identified_d,1,2
42,0,intrinsic_a,0,5
42,0,intrinsic_b,0,5
42,0,intrinsic_c,0,5
42,0,intrinsic_d,0,5
42,0,identified_a,0,5
42,0,identified_b,0,5
42,0,identified_c,0,5
42,0,identified_d,0,3
42,0,intrinsic_a,1,5
42,0,intrinsic_b,1,5
42,0,intrinsic_c,1,4
42,0,intrinsic_d,1,4
42,0,identified_a,1,5
42,0,identified_b,1,4
42,0,identified_c,1,4
42,0,identified_d,1,2
43,1,intrinsic_a,0,3
43,1,intrinsic_b,0,2
43,1,intrinsic_c,0,3
43,1,intrinsic_d,0,3
43,1,identified_a,0,4
43,1,identified_b,0,4
43,1,identified_c,0,4
43,1,identified_d,0,3
43,1,intrinsic_a,1,4
43,1,intrinsic_b,1,3
43,1,intrinsic_c,1,3
43,1,intrinsic_d,1,4
43,1,identified_a,1,4
43,1,identified_b,1,3
43,1,identified_c,1,4
43,1,identified_d,1,3
